Accession,Character,Value
NC13-20076,Glu 5+10 allele,A
NC13-20076,r-A1,A
NC13-20076,r-A1_Norin17,A
NC13-20076,r-B1,A
NC13-20076,r-D1,A
NC13-20076,TaSus2-2B,A
NC13-20076,vrn-A1a_Short,H
NC13-20076,Fhb_Massey_3BL,A
NC13-20076,Fhb_2DL_Wuhan/W14,A
NC13-20076,Fhb_1A_Neuse,H
NC13-20076,Fhb_2B_Bess,A
NC13-20076,Fhb_3B_Bess,A
NC13-20076,Fhb_4A_Neuse,A
NC13-20076,Fhb_1B_Jamestown,A
NC13-20076,Fhb_6A_Jamestown,A
NC13-20076,Lr19/Sr25,A
NC13-20332,Hardness,S
NC13-20332,Growth habit,W
NC13-20332,Color,R
NC13-20332,Rht-B1b,A
NC13-20332,Rht-D1b,P
NC13-20332,Ppd-D1a,P
NC13-20332,Species,aestivum
NC13-20332,Ppd-A1a.1,A
NC13-20332,Ppd-B1a_ChineseSpring,A
NC13-20332,Ppd-B1a_Sonora64,A
NC13-20332,Bdv2/3,A
NC13-20332,Fhb1,A
NC13-20332,Lr34/Yr18/Pm38,A
NC13-20332,Lr37/Yr17/Sr38,A
NC13-20332,Lr9,P
NC13-20332,Sbm1,P
NC13-20332,Sr2,A
NC13-20332,Sr24/Lr24,A
NC13-20332,Sr36,P
NC13-20332,Tsn1,A
NC13-20332,H13,A
NC13-20332,H9,A
NC13-20332,Ax1 or null allele,A
NC13-20332,Ax2* allele,P
NC13-20332,Bx7 over-expressing,A
NC13-20332,r-A1,P
NC13-20332,r-B1,A
NC13-20332,r-D1,A
NC13-20332,TaSus2-2B,P
NC13-20332,vrn-A1a_Short,A
NC13-20332,vrn-B1a_Short,A
NC13-20332,Fhb_Massey_3BL,A
NC13-20332,Fhb_2DL_Wuhan/W14,A
NC13-20332,Fhb_1A_Neuse,P
NC13-20332,Fhb_2B_Bess,A
NC13-20332,Fhb_3B_Bess,A
NC13-20332,Fhb_4A_Neuse,P
NC13-20332,Fhb_6A_Neuse,A
NC13-20332,Fhb_1B_Jamestown,P
NC13-20332,Fhb_6A_Jamestown,P
NC13-20332,Lr19/Sr25,A
NC13-21213,Hardness,S
NC13-21213,Growth habit,W
NC13-21213,Color,R
NC13-21213,Chaff,bright
NC13-21213,Height,short
NC13-21213,Ppd-D1a,H
NC13-21213,Species,aestivum
NC13-21213,Ppd-B1a_ChineseSpring,A
NC13-21213,Ppd-B1a_Sonora64,A
NC13-21213,Bdv2/3,A
NC13-21213,Fhb1,A
NC13-21213,Lr37/Yr17/Sr38,P
NC13-21213,Lr9,A
NC13-21213,Sbm1,P
NC13-21213,Sr2,A
NC13-21213,Sr24/Lr24,A
NC13-21213,Sr36,H
NC13-21213,Tsn1,A
NC13-21213,H13,H
NC13-21213,H9,A
NC13-21213,Ax1 or null allele,H
NC13-21213,Ax2* allele,H
NC13-21213,Bx7 over-expressing,A
NC13-21213,r-A1,A
NC13-21213,r-B1,A
NC13-21213,r-D1,A
NC13-21213,vrn-A1a_Short,A
NC13-21213,Fhb_Massey_3BL,A
NC13-21213,Fhb_2DL_Wuhan/W14,A
NC13-21213,Fhb_1A_Neuse,P
NC13-21213,Fhb_2B_Bess,A
NC13-21213,Fhb_3B_Bess,A
NC13-21213,Fhb_4A_Neuse,P
NC13-21213,Fhb_6A_Neuse,H
NC13-21213,Fhb_1B_Jamestown,H
NC13-21213,Fhb_6A_Jamestown,A
NC13-21213,Lr19/Sr25,A
NC13-22350,Hardness,S
NC13-22350,Growth habit,W
NC13-22350,Color,R
NC13-22350,Height,short
NC13-22350,Rht-B1b,A
NC13-22350,Rht-D1b,P
NC13-22350,Ppd-D1a,A
NC13-22350,Species,aestivum
NC13-22350,Ppd-A1a.1,P
NC13-22350,Ppd-B1a_ChineseSpring,P
NC13-22350,Ppd-B1a_Sonora64,A
NC13-22350,Bdv2/3,A
NC13-22350,Fhb1,P
NC13-22350,Lr34/Yr18/Pm38,A
NC13-22350,Lr37/Yr17/Sr38,A
NC13-22350,Lr9,A
NC13-22350,Sbm1,P
NC13-22350,Sr2,A
NC13-22350,Sr24/Lr24,P
NC13-22350,Sr36,A
NC13-22350,Tsn1,A
NC13-22350,H13,A
NC13-22350,H9,A
NC13-22350,1RS:1AL,A
NC13-22350,1RS:1BL,A
NC13-22350,Ax1 or null allele,A
NC13-22350,Ax2* allele,P
NC13-22350,Glu 2+12 allele,A
NC13-22350,Glu 5+10 allele,P
NC13-22350,r-A1,A
NC13-22350,r-A1_Norin17,A
NC13-22350,r-B1,P
NC13-22350,r-D1,A
NC13-22350,TaSus2-2B,A
NC13-23443,Hardness,S
NC13-23443,Growth habit,W
NC13-23443,Color,R
NC13-23443,Chaff,bright
NC13-23443,Height,short
NC13-23443,Rht-B1b,P
NC13-23443,Rht-D1b,A
NC13-23443,Ppd-D1a,P
NC13-23443,Species,aestivum
NC13-23443,Ppd-A1a.1,A
NC13-23443,Ppd-B1a_ChineseSpring,A
NC13-23443,Ppd-B1a_Sonora64,A
NC13-23443,Bdv2/3,A
NC13-23443,Fhb1,A
NC13-23443,Lr34/Yr18/Pm38,A
NC13-23443,Lr37/Yr17/Sr38,A
NC13-23443,Lr9,A
NC13-23443,Sbm1,P
NC13-23443,Sr2,A
NC13-23443,Sr24/Lr24,A
NC13-23443,Sr36,P
NC13-23443,Tsn1,A
NC13-23443,H13,A
NC13-23443,H9,A
NC13-23443,Ax1 or null allele,A
NC13-23443,Ax2* allele,P
NC13-23443,Bx7 over-expressing,A
NC13-23443,r-A1,P
NC13-23443,r-B1,P
NC13-23443,r-D1,A
NC13-23443,TaSus2-2B,P
NC13-23443,vrn-A1a_Short,A
NC13-23443,vrn-B1a_Short,A
NC13-23443,Fhb_Massey_3BL,A
NC13-23443,Fhb_2DL_Wuhan/W14,A
NC13-23443,Fhb_1A_Neuse,A
NC13-23443,Fhb_2B_Bess,A
NC13-23443,Fhb_3B_Bess,A
NC13-23443,Fhb_4A_Neuse,A
NC13-23443,Fhb_6A_Neuse,A
NC13-23443,Fhb_1B_Jamestown,P
NC13-23443,Fhb_6A_Jamestown,A
NC13-23443,Lr19/Sr25,A
NC13-23449,Hardness,S
NC13-23449,Growth habit,W
NC13-23449,Color,R
NC13-23449,Height,short
NC13-23449,Rht-B1b,P
NC13-23449,Ppd-D1a,P
NC13-23449,Species,aestivum
NC13-23449,Ppd-A1a.1,A
NC13-23449,Ppd-B1a_ChineseSpring,A
NC13-23449,Ppd-B1a_Sonora64,A
NC13-23449,Bdv2/3,A
NC13-23449,Fhb1,A
NC13-23449,Lr34/Yr18/Pm38,A
NC13-23449,Lr37/Yr17/Sr38,A
NC13-23449,Lr9,A
NC13-23449,Sbm1,P
NC13-23449,Sr2,A
NC13-23449,Sr24/Lr24,A
NC13-23449,Sr36,P
NC13-23449,Tsn1,A
NC13-23449,H13,A
NC13-23449,H9,A
NC13-23449,1RS:1AL,A
NC13-23449,1RS:1BL,A
NC13-23449,Ax1 or null allele,A
NC13-23449,Ax2* allele,P
NC13-23449,Bx7 over-expressing,A
NC13-23449,Glu 2+12 allele,P
NC13-23449,Glu 5+10 allele,A
NC13-23449,r-A1,P
NC13-23449,r-A1_Norin17,A
NC13-23449,r-B1,P
NC13-23449,r-D1,A
NC13-23449,TaSus2-2B,P
NC14-23372,Hardness,S
NC14-23372,Growth habit,W
NC14-23372,Color,R
NC14-23372,Rht-B1b,A
NC14-23372,Rht-D1b,P
NC14-23372,Ppd-D1a,A
NC14-23372,Species,aestivum
NC14-23372,Ppd-A1a.1,P
NC14-23372,Ppd-B1a_ChineseSpring,A
NC14-23372,Ppd-B1a_Sonora64,A
NC14-23372,Bdv2/3,A
NC14-23372,Fhb1,P
NC14-23372,Lr34/Yr18/Pm38,A
NC14-23372,Lr37/Yr17/Sr38,A
NC14-23372,Lr9,A
NC14-23372,Sbm1,P
NC14-23372,Sr2,A
NC14-23372,Sr24/Lr24,A
NC14-23372,Sr36,P
NC14-23372,Tsn1,A
NC14-23372,H13,A
NC14-23372,H9,A
NC14-23372,Ax1 or null allele,P
NC14-23372,Ax2* allele,A
NC14-23372,Bx7 over-expressing,A
NC14-23372,r-A1,P
NC14-23372,r-B1,P
NC14-23372,r-D1,A
NC14-23372,TaSus2-2B,P
NC14-23372,vrn-A1a_Short,A
NC14-23372,vrn-B1a_Short,A
NC14-23372,Fhb_Massey_3BL,A
NC14-23372,Fhb_2DL_Wuhan/W14,A
NC14-23372,Fhb_1A_Neuse,P
NC14-23372,Fhb_2B_Bess,A
NC14-23372,Fhb_3B_Bess,A
NC14-23372,Fhb_4A_Neuse,A
NC14-23372,Fhb_6A_Neuse,P
NC14-23372,Fhb_1B_Jamestown,P
NC14-23372,Fhb_6A_Jamestown,A
NC14-23372,Lr19/Sr25,A
NC14-23373,Hardness,S
NC14-23373,Growth habit,W
NC14-23373,Color,R
NC14-23373,Rht-B1b,A
NC14-23373,Rht-D1b,P
NC14-23373,Ppd-D1a,A
NC14-23373,Species,aestivum
NC14-23373,Ppd-A1a.1,P
NC14-23373,Ppd-B1a_ChineseSpring,A
NC14-23373,Ppd-B1a_Sonora64,A
NC14-23373,Bdv2/3,A
NC14-23373,Fhb1,P
NC14-23373,Lr34/Yr18/Pm38,A
NC14-23373,Lr37/Yr17/Sr38,A
NC14-23373,Lr9,A
NC14-23373,Sbm1,P
NC14-23373,Sr2,A
NC14-23373,Sr24/Lr24,A
NC14-23373,Sr36,P
NC14-23373,Tsn1,A
NC14-23373,H13,A
NC14-23373,H9,A
NC14-23373,Ax1 or null allele,H
NC14-23373,Ax2* allele,H
NC14-23373,Bx7 over-expressing,A
NC14-23373,r-A1,P
NC14-23373,r-B1,P
NC14-23373,r-D1,A
NC14-23373,TaSus2-2B,P
NC14-23373,vrn-A1a_Short,A
NC14-23373,vrn-B1a_Short,A
NC14-23373,Fhb_Massey_3BL,A
NC14-23373,Fhb_2DL_Wuhan/W14,A
NC14-23373,Fhb_1A_Neuse,P
NC14-23373,Fhb_2B_Bess,A
NC14-23373,Fhb_3B_Bess,A
NC14-23373,Fhb_4A_Neuse,H
NC14-23373,Fhb_6A_Neuse,P
NC14-23373,Fhb_1B_Jamestown,P
NC14-23373,Fhb_6A_Jamestown,A
NC14-23373,Lr19/Sr25,A
NC14_LM,Growth habit,W
NC14_LM,Species,aestivum
NC14_NON-LM,Growth habit,W
NC14_NON-LM,Species,aestivum
NC177_LM,Growth habit,W
NC177_LM,Species,aestivum
NC177_NON-LM,Growth habit,W
NC177_NON-LM,Species,aestivum
NC24_LM,Growth habit,W
NC24_LM,Species,aestivum
NC24_NON-LM,Growth habit,W
NC24_NON-LM,Species,aestivum
NC8170-4-3,Hardness,S
NC8170-4-3,Growth habit,W
NC8170-4-3,Color,R
NC8170-4-3,Rht-B1b,A
NC8170-4-3,Rht-D1b,P
NC8170-4-3,Ppd-D1a,P
NC8170-4-3,Species,aestivum
NC8170-4-3,Ppd-A1a.1,P
NC8170-4-3,Ppd-B1a_ChineseSpring,A
NC8170-4-3,Ppd-B1a_Sonora64,A
NC8170-4-3,Rht-8c,A
NC8170-4-3,Bdv2/3,A
NC8170-4-3,Fhb1,P
NC8170-4-3,Lr34/Yr18/Pm38,A
NC8170-4-3,Lr37/Yr17/Sr38,A
NC8170-4-3,Lr9,A
NC8170-4-3,Sbm1,A
NC8170-4-3,Sr2,A
NC8170-4-3,Sr24/Lr24,A
NC8170-4-3,Sr36,A
NC8170-4-3,Tsn1,A
NC8170-4-3,H13,A
NC8170-4-3,H9,A
NC8170-4-3,1RS:1AL,A
NC8170-4-3,1RS:1BL,A
NC8170-4-3,Ax1 or null allele,A
NC8170-4-3,Ax2* allele,P
NC8170-4-3,Bx7 over-expressing,A
NC8170-4-3,Glu 2+12 allele,A
NC8170-4-3,Glu 5+10 allele,P
NC8170-4-3,r-A1,A
NC8170-4-3,r-A1_Norin17,A
NC8170-4-3,r-B1,A
NC8170-4-3,r-D1,A
NC8170-4-3,TaSus2-2B,A
NC8170-4-8,Species,aestivum
NC8170-45-17,Hardness,S
NC8170-45-17,Growth habit,W
NC8170-45-17,Color,R
NC8170-45-17,Height,short
NC8170-45-17,Rht-B1b,A
NC8170-45-17,Rht-D1b,P
NC8170-45-17,Ppd-D1a,P
NC8170-45-17,Species,aestivum
NC8170-45-17,Ppd-A1a.1,P
NC8170-45-17,Ppd-B1a_ChineseSpring,A
NC8170-45-17,Ppd-B1a_Sonora64,A
NC8170-45-17,Rht-8c,A
NC8170-45-17,Bdv2/3,A
NC8170-45-17,Fhb1,P
NC8170-45-17,Lr34/Yr18/Pm38,A
NC8170-45-17,Lr37/Yr17/Sr38,A
NC8170-45-17,Lr9,A
NC8170-45-17,Sbm1,P
NC8170-45-17,Sr2,A
NC8170-45-17,Sr24/Lr24,A
NC8170-45-17,Sr36,A
NC8170-45-17,Tsn1,A
NC8170-45-17,H13,A
NC8170-45-17,H9,A
NC8170-45-17,1RS:1AL,A
NC8170-45-17,1RS:1BL,A
NC8170-45-17,Ax1 or null allele,A
NC8170-45-17,Ax2* allele,P
NC8170-45-17,Bx7 over-expressing,A
NC8170-45-17,Glu 2+12 allele,P
NC8170-45-17,Glu 5+10 allele,A
NC8170-45-17,r-A1,A
NC8170-45-17,r-A1_Norin17,A
NC8170-45-17,r-B1,A
NC8170-45-17,r-D1,A
NC8170-45-17,TaSus2-2B,A
NC8170-45-2,Hardness,S
NC8170-45-2,Growth habit,W
NC8170-45-2,Color,R
NC8170-45-2,Rht-B1b,A
NC8170-45-2,Rht-D1b,P
NC8170-45-2,Ppd-D1a,P
NC8170-45-2,Species,aestivum
NC8170-45-2,Ppd-A1a.1,P
NC8170-45-2,Ppd-B1a_ChineseSpring,A
NC8170-45-2,Ppd-B1a_Sonora64,A
NC8170-45-2,Rht-8c,A
NC8170-45-2,Bdv2/3,A
NC8170-45-2,Fhb1,P
NC8170-45-2,Lr34/Yr18/Pm38,A
NC8170-45-2,Lr37/Yr17/Sr38,A
NC8170-45-2,Lr9,A
NC8170-45-2,Sbm1,A
NC8170-45-2,Sr2,A
NC8170-45-2,Sr24/Lr24,A
NC8170-45-2,Sr36,A
NC8170-45-2,Tsn1,A
NC8170-45-2,H13,A
NC8170-45-2,H9,A
NC8170-45-2,1RS:1AL,A
NC8170-45-2,1RS:1BL,A
NC8170-45-2,Ax1 or null allele,A
NC8170-45-2,Ax2* allele,P
NC8170-45-2,Bx7 over-expressing,A
NC8170-45-2,Glu 2+12 allele,A
NC8170-45-2,Glu 5+10 allele,P
NC8170-45-2,r-A1,A
NC8170-45-2,r-A1_Norin17,A
NC8170-45-2,r-B1,A
NC8170-45-2,r-D1,A
NC8170-45-2,TaSus2-2B,A
NC8170-86-1,Hardness,S
NC8170-86-1,Growth habit,W
NC8170-86-1,Height,short
NC8170-86-1,Species,aestivum
NC8170-86-2,Hardness,S
NC8170-86-2,Growth habit,W
NC8170-86-2,Color,R
NC8170-86-2,Height,short
NC8170-86-2,Rht-B1b,A
NC8170-86-2,Rht-D1b,P
NC8170-86-2,Ppd-D1a,P
NC8170-86-2,Species,aestivum
NC8170-86-2,Ppd-A1a.1,P
NC8170-86-2,Ppd-B1a_ChineseSpring,A
NC8170-86-2,Ppd-B1a_Sonora64,A
NC8170-86-2,Rht-8c,A
NC8170-86-2,Bdv2/3,A
NC8170-86-2,Fhb1,P
NC8170-86-2,Lr34/Yr18/Pm38,A
NC8170-86-2,Lr37/Yr17/Sr38,P
NC8170-86-2,Lr9,A
NC8170-86-2,Sbm1,P
NC8170-86-2,Sr2,A
NC8170-86-2,Sr24/Lr24,A
NC8170-86-2,Sr36,A
NC8170-86-2,Tsn1,P
NC8170-86-2,H13,A
NC8170-86-2,H9,A
NC8170-86-2,1RS:1AL,A
NC8170-86-2,1RS:1BL,A
NC8170-86-2,Ax1 or null allele,A
NC8170-86-2,Ax2* allele,P
NC8170-86-2,Bx7 over-expressing,A
NC8170-86-2,Glu 2+12 allele,P
NC8170-86-2,Glu 5+10 allele,A
NC8170-86-2,r-A1,A
NC8170-86-2,r-A1_Norin17,A
NC8170-86-2,r-B1,A
NC8170-86-2,r-D1,A
NC8170-86-2,TaSus2-2B,A
NC8248-1,Hardness,S
NC8248-1,Growth habit,W
NC8248-1,Species,aestivum
NC8355-4,Hardness,S
NC8355-4,Growth habit,W
NC8355-4,Color,R
NC8355-4,Rht-B1b,A
NC8355-4,Rht-D1b,P
NC8355-4,Ppd-D1a,P
NC8355-4,Species,aestivum
NC8355-4,Rht-8c,A
NC8355-4,Bdv2/3,A
NC8355-4,Fhb1,P
NC8355-4,Lr34/Yr18/Pm38,A
NC8355-4,Lr37/Yr17/Sr38,A
NC8355-4,Lr9,A
NC8355-4,Sbm1,P
NC8355-4,Sr2,A
NC8355-4,Sr24/Lr24,A
NC8355-4,Sr36,P
NC8355-4,H13,A
NC8355-4,H9,A
NC8355-4,1RS:1AL,A
NC8355-4,1RS:1BL,A
NC8355-4,Ax1 or null allele,P
NC8355-4,Ax2* allele,A
NC8355-4,Bx7 over-expressing,A
NC8355-4,Glu 2+12 allele,A
NC8355-4,Glu 5+10 allele,P
NC8355-4,r-A1,A
NC8355-4,r-B1,P
NC8355-4,r-D1,A
NC8355-4,TaSus2-2B,P
NC83_LM,Growth habit,W
NC83_LM,Species,aestivum
NC83_NON-LM,Growth habit,W
NC83_NON-LM,Species,aestivum
NC8401-5,Species,aestivum
NC8452-2,Hardness,S
NC8452-2,Growth habit,W
NC8452-2,Color,R
NC8452-2,Rht-B1b,A
NC8452-2,Rht-D1b,P
NC8452-2,Ppd-D1a,P
NC8452-2,Species,aestivum
NC8452-2,Rht-8c,A
NC8452-2,Bdv2/3,A
NC8452-2,Fhb1,A
NC8452-2,Lr34/Yr18/Pm38,A
NC8452-2,Lr37/Yr17/Sr38,A
NC8452-2,Lr9,P
NC8452-2,Sbm1,P
NC8452-2,Sr2,A
NC8452-2,Sr24/Lr24,P
NC8452-2,Sr36,H
NC8452-2,H13,A
NC8452-2,H9,A
NC8452-2,1RS:1AL,H
NC8452-2,1RS:1BL,A
NC8452-2,Ax1 or null allele,A
NC8452-2,Ax2* allele,P
NC8452-2,Bx7 over-expressing,A
NC8452-2,Glu 2+12 allele,P
NC8452-2,Glu 5+10 allele,A
NC8452-2,r-A1,A
NC8452-2,r-B1,P
NC8452-2,r-D1,A
NC8452-2,TaSus2-2B,H
NC8840-19,Hardness,S
NC8840-19,Growth habit,W
NC8840-19,Color,R
NC8840-19,Rht-B1b,A
NC8840-19,Rht-D1b,A
NC8840-19,Ppd-D1a,P
NC8840-19,Species,aestivum
NC8840-19,Ppd-A1a.1,P
NC8840-19,Rht-8c,A
NC8840-19,Bdv2/3,A
NC8840-19,Fhb1,P
NC8840-19,Lr34/Yr18/Pm38,A
NC8840-19,Lr37/Yr17/Sr38,A
NC8840-19,Lr9,A
NC8840-19,Sbm1,A
NC8840-19,Sr2,A
NC8840-19,Sr24/Lr24,A
NC8840-19,Sr36,P
NC8840-19,Tsn1,A
NC8840-19,H13,A
NC8840-19,H9,A
NC8840-19,1RS:1AL,A
NC8840-19,1RS:1BL,A
NC8840-19,Ax1 or null allele,P
NC8840-19,Ax2* allele,A
NC8840-19,Bx7 over-expressing,A
NC8840-19,Glu 2+12 allele,P
NC8840-19,Glu 5+10 allele,A
NC8840-19,r-A1,A
NC8840-19,r-A1_Norin17,A
NC8840-19,r-B1,P
NC8840-19,r-D1,P
NC8840-19,TaSus2-2B,P
NC8932-12,Hardness,S
NC8932-12,Growth habit,W
NC8932-12,Species,aestivum
NC8932-16,Species,aestivum
NC8932-2,Hardness,S
NC8932-2,Growth habit,W
NC8932-2,Height,short
NC8932-2,Species,aestivum
NC9302-11,Species,aestivum
NC9302-25,Species,aestivum
NC9305-7,Hardness,S
NC9305-7,Growth habit,W
NC9305-7,Color,R
NC9305-7,Height,short
NC9305-7,Rht-B1b,P
NC9305-7,Rht-D1b,A
NC9305-7,Ppd-D1a,A
NC9305-7,Species,aestivum
NC9305-7,Ppd-A1a.1,P
NC9305-7,Ppd-B1a_ChineseSpring,P
NC9305-7,Ppd-B1a_Sonora64,A
NC9305-7,Rht-8c,A
NC9305-7,Bdv2/3,A
NC9305-7,Fhb1,A
NC9305-7,Lr34/Yr18/Pm38,A
NC9305-7,Lr37/Yr17/Sr38,A
NC9305-7,Lr9,A
NC9305-7,Sbm1,P
NC9305-7,Sr2,A
NC9305-7,Sr24/Lr24,A
NC9305-7,Sr36,P
NC9305-7,Tsn1,A
NC9305-7,H13,A
NC9305-7,H9,A
NC9305-7,1RS:1AL,A
NC9305-7,1RS:1BL,A
NC9305-7,Ax1 or null allele,P
NC9305-7,Ax2* allele,A
NC9305-7,Bx7 over-expressing,A
NC9305-7,Glu 2+12 allele,P
NC9305-7,Glu 5+10 allele,A
NC9305-7,r-A1,P
NC9305-7,r-A1_Norin17,A
NC9305-7,r-B1,P
NC9305-7,r-D1,A
NC9305-7,TaSus2-2B,P
NC9305-7_NOSEED,Species,aestivum
NC9341-10,Species,aestivum
NC9341-16,Species,aestivum
NC9356-13,Species,aestivum
NC9356-9,Species,aestivum
NC94-7197,Hardness,S
NC94-7197,Growth habit,W
NC94-7197,Species,aestivum
NC9485-14,Species,aestivum
NC95-22365,Hardness,S
NC95-22365,Growth habit,W
NC95-22365,Species,aestivum
NC95-25305,Hardness,S
NC95-25305,Growth habit,W
NC95-25305,Species,aestivum
NC95-25707,Hardness,S
NC95-25707,Growth habit,W
NC95-25707,Species,aestivum
NC96-13129,Hardness,S
NC96-13129,Growth habit,W
NC96-13129,Species,aestivum
NC96-13141,Hardness,S
NC96-13141,Growth habit,W
NC96-13141,Species,aestivum
NC96-13155,Hardness,S
NC96-13155,Growth habit,W
NC96-13155,Species,aestivum
NC96-13156,Hardness,S
NC96-13156,Growth habit,W
NC96-13156,Species,aestivum
NC96-13167,Hardness,S
NC96-13167,Growth habit,W
NC96-13167,Species,aestivum
NC96-13217,Hardness,S
NC96-13217,Growth habit,W
NC96-13217,Species,aestivum
NC96-13364,Hardness,S
NC96-13364,Growth habit,W
NC96-13364,Species,aestivum
NC96-13374,Hardness,S
NC96-13374,Growth habit,W
NC96-13374,Species,aestivum
NC96-13607,Hardness,S
NC96-13607,Growth habit,W
NC96-13607,Species,aestivum
NC96-13848,Hardness,S
NC96-13848,Growth habit,W
NC96-13848,Species,aestivum
NC96-13965,Hardness,S
NC96-13965,Growth habit,W
NC96-13965,Species,aestivum
NC96-13993,Hardness,S
NC96-13993,Growth habit,W
NC96-13993,Species,aestivum
NC96-13995,Hardness,S
NC96-13995,Growth habit,W
NC96-13995,Species,aestivum
NC96-14046,Hardness,S
NC96-14046,Growth habit,W
NC96-14046,Species,aestivum
NC96-14094,Hardness,S
NC96-14094,Growth habit,W
NC96-14094,Species,aestivum
NC96-14240,Hardness,S
NC96-14240,Growth habit,W
NC96-14240,Species,aestivum
NC96-14439,Hardness,S
NC96-14439,Growth habit,W
NC96-14439,Species,aestivum
NC96-14510,Hardness,S
NC96-14510,Growth habit,W
NC96-14510,Species,aestivum
NC96-14629,Hardness,S
NC96-14629,Growth habit,W
NC96-14629,Species,aestivum
NC96-14645,Hardness,S
NC96-14645,Growth habit,W
NC96-14645,Species,aestivum
NC96-14671,Hardness,S
NC96-14671,Growth habit,W
NC96-14671,Species,aestivum
NC96BGTA4,Growth habit,W
NC96BGTA4,Species,aestivum
NC96BGTA5,Growth habit,W
NC96BGTA5,Species,aestivum
NC96BGTA6,Hardness,S
NC96BGTA6,Growth habit,W
NC96BGTA6,Species,aestivum
NC96BGTD1,Growth habit,W
NC96BGTD1,Species,aestivum
NC96BGTD2,Growth habit,W
NC96BGTD2,Species,aestivum
NC96BGTD3,Growth habit,W
NC96BGTD3,Species,aestivum
NC97-5595,Hardness,S
NC97-5595,Growth habit,W
NC97-5595,Species,aestivum
NC97-5764,Hardness,S
NC97-5764,Growth habit,W
NC97-5764,Species,aestivum
NC97-5907,Hardness,S
NC97-5907,Growth habit,W
NC97-5907,Species,aestivum
NC97BGTAB10,Hardness,S
NC97BGTAB10,Growth habit,W
NC97BGTAB10,Species,aestivum
NC97BGTAB9,Growth habit,W
NC97BGTAB9,Species,aestivum
NC97BGTD7,Growth habit,W
NC97BGTD7,Species,aestivum
NC97BGTD8,Growth habit,W
NC97BGTD8,Species,aestivum
NC98-22251,Hardness,S
NC98-22251,Growth habit,W
NC98-22251,Species,aestivum
NC98-24047,Hardness,S
NC98-24047,Growth habit,W
NC98-24047,Species,aestivum
NC98-24182,Hardness,S
NC98-24182,Growth habit,W
NC98-24182,Species,aestivum
NC98-24414,Hardness,S
NC98-24414,Growth habit,W
NC98-24414,Species,aestivum
NC98-24532,Hardness,S
NC98-24532,Growth habit,W
NC98-24532,Species,aestivum
NC98-24543,Hardness,S
NC98-24543,Growth habit,W
NC98-24543,Species,aestivum
NC98-24710,Hardness,S
NC98-24710,Growth habit,W
NC98-24710,Species,aestivum
NC98-25592,Hardness,S
NC98-25592,Growth habit,W
NC98-25592,Species,aestivum
NC98-25671,Hardness,S
NC98-25671,Growth habit,W
NC98-25671,Species,aestivum
NC98-25700,Hardness,S
NC98-25700,Growth habit,W
NC98-25700,Species,aestivum
NC98-26118,Hardness,S
NC98-26118,Growth habit,W
NC98-26118,Species,aestivum
NC98-26143,Hardness,S
NC98-26143,Growth habit,W
NC98-26143,Species,aestivum
NC98-26189,Hardness,S
NC98-26189,Growth habit,W
NC98-26189,Species,aestivum
NC98-26192,Hardness,S
NC98-26192,Growth habit,W
NC98-26192,Species,aestivum
NC98-26541,Hardness,S
NC98-26541,Growth habit,W
NC98-26541,Species,aestivum
NC98-26542,Hardness,S
NC98-26542,Growth habit,W
NC98-26542,Species,aestivum
NC98-26552,Hardness,S
NC98-26552,Growth habit,W
NC98-26552,Species,aestivum
NC98-27513,Hardness,S
NC98-27513,Growth habit,W
NC98-27513,Species,aestivum
NC98-27594,Hardness,S
NC98-27594,Growth habit,W
NC98-27594,Species,aestivum
NC99-13022,Hardness,S
NC99-13022,Growth habit,W
NC99-13022,Color,R
NC99-13022,Rht-B1b,A
NC99-13022,Rht-D1b,P
NC99-13022,Ppd-D1a,A
NC99-13022,Species,aestivum
NC99-13022,Rht-8c,A
NC99-13022,Bdv2/3,A
NC99-13022,Fhb1,A
NC99-13022,Lr34/Yr18/Pm38,A
NC99-13022,Lr37/Yr17/Sr38,A
NC99-13022,Lr9,A
NC99-13022,Sr2,A
NC99-13022,Sr24/Lr24,P
NC99-13022,Sr36,A
NC99-13022,H13,A
NC99-13022,1RS:1AL,P
NC99-13022,1RS:1BL,A
NC99-13022,Ax1 or null allele,A
NC99-13022,Ax2* allele,P
NC99-13022,Bx7 over-expressing,A
NC99-13022,Glu 2+12 allele,A
NC99-13022,Glu 5+10 allele,P
NC99-13296,Hardness,S
NC99-13296,Growth habit,W
NC99-13296,Species,aestivum
NC99-13308,Hardness,S
NC99-13308,Growth habit,W
NC99-13308,Species,aestivum
NC99BGTAG11,Growth habit,W
NC99BGTAG11,Species,aestivum
NCF-1,Growth habit,W
NCF-1,Species,aestivum
NCF-2,Growth habit,W
NCF-2,Species,aestivum
NCR75,Growth habit,W
NCR75,Species,aestivum
NCS98,Growth habit,W
NCS98,Species,aestivum
NCV93-600,Hardness,S
NCV93-600,Growth habit,W
NCV93-600,Species,aestivum
ND03/1-13,Growth habit,S
ND03/1-13,Species,aestivum
ND03/1-15,Growth habit,S
ND03/1-15,Species,aestivum
ND03/1-9,Growth habit,S
ND03/1-9,Species,aestivum
ND04/3-18,Growth habit,S
ND04/3-18,Species,aestivum
ND04/3-19,Growth habit,S
ND04/3-19,Species,aestivum
ND04/3-20,Growth habit,S
ND04/3-20,Species,aestivum
ND04/3-21,Growth habit,S
